alcaldia_key,alcaldia_nombre,alcaldia_id,anio,tiempo_id,n_registros_sociales,factor_sum,mmip_wmean,rei_wmean,nbi_wmean,ccevj_wmean,cbdj_wmean,csj_wmean,ctelj_wmean,cenj_wmean,ett_wmean,casi_wmean,cassi_wmean,cyt_wmean,total_delitos_fgj,total_robos_patrimoniales,target_robos_patrimoniales_total,robo_a_transeunte,robo_a_negocio,robo_a_casa_habitacion,robo_de_vehiculo,robo_de_accesorios_auto,robo_del_interior_de_vehiculo,colonias_count,mercados_total,locales_total,iluminacion_total,iluminacion_promedio,residuos_ton_total,equipamiento_salud_total,equipamiento_educativo_total,agua_potable_promedio,electricidad_promedio,drenaje_promedio,infraestructura_actualizacion_anio,infraestructura_es_snapshot,infraestructura_uso_recomendado
ALVARO OBREGON,Alvaro Obregon,2,2016,201600,397,659539.0,-0.016351231071553,-0.0950120654133675,-0.0205409783058075,-0.0859893559518557,-0.4496209053687394,0.0676438634422285,-0.3076072832690713,0.0,0.9784258141660614,0.0834918411369502,0.3609589425341034,-0.0138480910024926,12378,3837,3837,1299,1055,358,570,222,333,248,16.0,1876.0,11584.0,2.2565744992868404,664.60456,42.0,319.0,95.67409472,96.6616288,2.828,2022,True,variable estructural contextual; no interpretar como medicion anual
AZCAPOTZALCO,Azcapotzalco,1,2016,201600,245,393527.0,-0.0063737778446002,-0.0692602952394854,-0.0184149550037837,-0.0831500560109446,-0.4571621001911686,0.0878106838920836,-0.2883182094240039,0.0050334535651988,1.0004315042099576,0.0971846437685139,0.3054917451661512,0.0008201518308095,10093,3736,3736,960,1008,366,725,287,390,111,19.0,3537.0,5064.0,1.6328517199379278,539.1301,39.0,258.0,96.53147945945943,97.6758452252252,2.945945945945946,2022,True,variable estructural contextual; no interpretar como medicion anual
BENITO JUAREZ,Benito Juarez,3,2016,201600,242,525216.0,-0.3209875908940741,-0.2494389902814537,-0.212123454441424,-0.3256148709742411,-0.7089013397855797,0.0208985445987936,-0.4436774584171084,0.0,0.962998408772071,-0.1509822096789892,0.2018598062511424,-0.3860278258380913,16550,5945,5945,1558,1754,640,896,674,423,64,16.0,3723.0,3076.0,1.4087581305501562,662.9490000000001,32.0,149.0,97.84046671875,98.330095625,2.75,2022,True,variable estructural contextual; no interpretar como medicion anual
COYOACAN,Coyoacan,4,2016,201600,277,459883.0,0.0107566218390764,-0.0816898612037431,0.029540443983835,0.0080960739483498,-0.3041034977147383,0.129662794262906,-0.3146800381836249,0.0,0.9642092272926048,0.102277941202732,0.3814296244914467,-0.0004656620265045,13631,4604,4604,1058,1332,473,933,342,466,153,23.0,3562.0,8398.0,1.7985161285440523,831.3516999999999,49.0,276.0,97.87446483660128,98.57534810457516,2.6405228758169934,2022,True,variable estructural contextual; no interpretar como medicion anual
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2016,201600,169,216080.0,0.0977523502544428,0.0095505837050166,0.1168355791342743,0.20066457601306,-0.2250122220191873,0.2251223101558681,-0.1800606256941873,0.0091799328072195,1.0316188959947936,0.1290881747826777,0.2852554609403924,0.086351188101629,2825,623,623,97,277,89,84,28,48,43,5.0,405.0,2427.0,2.594454291745349,172.88879999999995,29.0,93.0,89.21024860465116,91.28274046511628,3.116279069767442,2022,True,variable estructural contextual; no interpretar como medicion anual
CUAUHTEMOC,Cuauhtemoc,6,2016,201600,589,951496.0,-0.0350684865380726,-0.1301293475289617,-0.074666017818696,-0.1983672927268469,-0.3492887808332258,0.0219461114626104,-0.392482995199139,0.0003073055298771,1.0777357599230852,0.0422108819534512,0.3275531373752491,-0.011411174843642,31975,8827,8827,4127,2393,564,903,496,344,64,38.0,14228.0,4265.0,1.54956442772,1324.245,93.0,332.0,97.69165296875,98.32475203125,3.421875,2022,True,variable estructural contextual; no interpretar como medicion anual
GUSTAVO A MADERO,Gustavo A Madero,7,2016,201600,672,1016468.0,0.1135036584583872,-0.0262613340059352,0.0516085537958292,-0.0006895171060377,-0.326944712296088,0.1145924515032386,-0.2745192175257853,0.0009342152856991,1.0409569827954577,0.1612934335578149,0.4108951290153748,0.1504825221693048,19019,6672,6672,1943,1740,668,1718,351,252,231,51.0,9994.0,14818.0,1.8092148407789608,1761.394,90.0,626.0,96.75912303030304,98.06645393939397,2.67965367965368,2022,True,variable estructural contextual; no interpretar como medicion anual
IZTACALCO,Iztacalco,8,2016,201600,286,458083.0,0.072059934975476,-0.0998460623567781,0.0343470686527834,0.0171395410751523,-0.4091352809748364,0.1065491224238227,-0.3245132432332132,0.0061124290401521,1.106484704702842,0.1622118842496163,0.4147545313840505,0.0945912646452651,8089,2426,2426,919,386,276,506,181,158,55,17.0,3145.0,4797.0,1.7289957085934544,476.5750000000001,20.0,219.0,98.77059709090908,99.21785290909094,2.6,2022,True,variable estructural contextual; no interpretar como medicion anual
IZTAPALAPA,Iztapalapa,9,2016,201600,1080,1667333.0,0.1874461190501405,0.0097222108740689,0.1348736711011279,0.1338847889226681,-0.2995213141565182,0.247083352434152,-0.225090009014396,0.0011407438621319,1.0417328341375178,0.1934178390576849,0.5388502176829704,0.218855217978423,29337,9816,9816,3466,2590,881,2146,342,391,292,20.0,3027.0,27776.0,1.9567270967818768,2127.054,88.0,847.0,97.26181447098976,98.59169921501706,2.604095563139932,2022,True,variable estructural contextual; no interpretar como medicion anual
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2016,201600,81,133845.0,0.01861352328208,-0.0917418136580746,0.0236226100316634,0.0431347753942918,-0.4543306979969367,0.1313049608133886,-0.2759834136501177,0.0,0.8749030364982255,0.0519060039651611,0.3784676304680787,0.0156208754934065,3080,685,685,164,96,164,152,55,54,52,5.0,354.0,3384.0,2.4471113462538456,259.09610000000004,32.0,111.0,92.5148126923077,98.93637057692308,2.730769230769231,2022,True,variable estructural contextual; no interpretar como medicion anual
MIGUEL HIDALGO,Miguel Hidalgo,11,2016,201600,179,322176.0,-0.2251225637192093,-0.1535872209502135,-0.1627988084483729,-0.321858267927223,-0.5161272310452237,0.0207613614784776,-0.3316727502979738,0.0,0.99722440056715,-0.0860626882346791,0.2142229712951927,-0.2623575200243935,12631,3422,3422,985,945,350,618,171,353,89,19.0,6671.0,4338.0,1.6625202271806745,850.7068,31.0,191.0,96.71224370786516,97.72377112359553,2.865168539325843,2022,True,variable estructural contextual; no interpretar como medicion anual
MILPA ALTA,Milpa Alta,12,2016,201600,71,69667.0,0.3941811223148406,0.0728373613558787,0.3212504682678886,0.3297833669929235,0.0172176410011052,0.5619054328477618,0.0422007550203109,0.0,1.1996798360819612,0.3326436873342615,0.8888175176195329,0.4377531094604331,1134,224,224,35,42,52,72,12,11,12,8.0,656.0,2550.0,2.8997135431408334,110.79,22.0,78.0,89.27072833333334,97.85926583333334,4.916666666666667,2022,True,variable estructural contextual; no interpretar como medicion anual
TLAHUAC,Tlahuac,13,2016,201600,264,400974.0,0.2071078494417568,-0.0110397868380493,0.0988593248585993,0.0153980130943352,-0.339329753193005,0.2618596930424142,-0.2254846947682393,0.0,1.001841796968913,0.3067564050012868,0.4930388254600049,0.2717802897294313,4180,1074,1074,323,211,197,229,57,57,59,19.0,1464.0,6403.0,2.1298701825457624,351.68800000000005,31.0,175.0,84.49480101694915,91.0835140677966,3.4237288135593222,2022,True,variable estructural contextual; no interpretar como medicion anual
TLALPAN,Tlalpan,14,2016,201600,485,802884.0,0.0407224868560016,-0.0432366414226476,0.055168799517609,0.0389971258342189,-0.4153236961295866,0.3749276430012579,-0.2931774702198574,0.0022521309323737,0.92712830794002,0.0734359185478462,0.4320786066231236,0.0320916231422708,11638,3516,3516,647,1039,578,737,259,256,179,20.0,1483.0,10405.0,2.1500483320172066,838.8285,46.0,248.0,81.23089351955306,96.91211597765364,3.1340782122905027,2022,True,variable estructural contextual; no interpretar como medicion anual
VENUSTIANO CARRANZA,Venustiano Carranza,15,2016,201600,376,592557.0,0.1037877886486295,-0.0550950196801185,0.0343347015373153,0.0279281057642977,-0.2920061386580819,0.0733078841269447,-0.2949420899592782,0.0022377592711587,1.1087929821957534,0.1050572685550369,0.327354583609678,0.1452821242356971,10880,3181,3181,1190,723,331,525,245,167,80,43.0,15608.0,5577.0,1.509748871922625,870.5468000000001,41.0,250.0,98.291187875,98.89786325,2.8375,2022,True,variable estructural contextual; no interpretar como medicion anual
XOCHIMILCO,Xochimilco,16,2016,201600,301,450821.0,0.1441119107705098,-0.0198498154486703,0.1147294931653294,0.111887460530461,-0.3166037414381827,0.3783591140113193,-0.2099003817479665,0.0008309284117731,0.9856991326510988,0.1557246331395742,0.5040099063708212,0.1616662625425501,6216,1958,1958,608,333,307,495,75,140,79,11.0,2298.0,8565.0,2.896420579883038,456.6558,32.0,189.0,87.73714506329114,97.27125620253165,3.430379746835443,2022,True,variable estructural contextual; no interpretar como medicion anual
ALVARO OBREGON,Alvaro Obregon,2,2018,201800,487,653657.0,-0.0827145176652403,-0.1019147444639421,-0.0811116637948847,-0.1826116347386152,-0.4711860676699843,0.0627258636927379,-0.3480449226429151,0.0015506602685873,0.9159450348961962,0.0131560271372447,0.2571103805206706,-0.0836721329031984,16792,6753,6753,2864,1463,437,799,448,742,248,16.0,1876.0,11584.0,2.2565744992868404,664.60456,42.0,319.0,95.67409472,96.6616288,2.828,2022,True,variable estructural contextual; no interpretar como medicion anual
AZCAPOTZALCO,Azcapotzalco,1,2018,201800,272,439360.0,0.0055296686886152,-0.1165218090137472,-0.0459391897002298,-0.1504377789629233,-0.4346155258718909,0.0521908567318281,-0.3198959850691915,0.0,1.0256008038746132,0.1313033061691255,0.3194180171158048,0.0362794334832916,12246,5544,5544,2081,1225,387,834,428,589,111,19.0,3537.0,5064.0,1.6328517199379278,539.1301,39.0,258.0,96.53147945945943,97.6758452252252,2.945945945945946,2022,True,variable estructural contextual; no interpretar como medicion anual
BENITO JUAREZ,Benito Juarez,3,2018,201800,259,499073.0,-0.3224630839944777,-0.215911994958511,-0.1751594117579993,-0.2609223570092431,-0.6397185236333903,0.0153449497600551,-0.4535839446333502,0.0,1.0528414318281991,-0.1618770677199708,0.2433030839175832,-0.4104687918285781,22743,10770,10770,3116,2366,850,1330,2154,954,64,16.0,3723.0,3076.0,1.4087581305501562,662.9490000000001,32.0,149.0,97.84046671875,98.330095625,2.75,2022,True,variable estructural contextual; no interpretar como medicion anual
COYOACAN,Coyoacan,4,2018,201800,384,654098.0,-0.0339971022557262,-0.1514078360088717,-0.0440240489419582,-0.1190567220658311,-0.4192225016673067,0.0911963754269513,-0.3438192747875701,0.0,0.8088613066452458,0.0746425850811208,0.3636190601408351,-0.0280065622801705,17059,6531,6531,1938,1433,639,980,687,854,153,23.0,3562.0,8398.0,1.7985161285440523,831.3516999999999,49.0,276.0,97.87446483660128,98.57534810457516,2.6405228758169934,2022,True,variable estructural contextual; no interpretar como medicion anual
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2018,201800,192,162203.0,0.1686241908452001,0.003069583038236,0.1032156434911129,0.1022436754071195,-0.3000289739437864,0.325084634643157,-0.2337410528781835,0.0,1.1041909379312096,0.2268710750006164,0.3479775343242727,0.2077021401202567,3544,917,917,182,298,132,96,64,145,43,5.0,405.0,2427.0,2.594454291745349,172.88879999999995,29.0,93.0,89.21024860465116,91.28274046511628,3.116279069767442,2022,True,variable estructural contextual; no interpretar como medicion anual
CUAUHTEMOC,Cuauhtemoc,6,2018,201800,290,470171.0,-0.0435536346125303,-0.1321480939754366,-0.0500718319032692,-0.1669558028471279,-0.2897253546377105,0.0323227256452439,-0.3117738014467077,0.0,1.0449127087752796,0.0896666413180247,0.3402836414836304,-0.0396593773393871,41285,16666,16666,8931,3181,759,1242,1548,1005,64,38.0,14228.0,4265.0,1.54956442772,1324.245,93.0,332.0,97.69165296875,98.32475203125,3.421875,2022,True,variable estructural contextual; no interpretar como medicion anual
GUSTAVO A MADERO,Gustavo A Madero,7,2018,201800,797,1150934.0,0.0902716755295612,-0.0823399787667998,0.0163334733028192,-0.0184786916416962,-0.4339617380762658,0.0594586294362822,-0.2994715596202736,0.0028583739837488,1.0472418555076433,0.1244265224922706,0.3964260765604283,0.1344456161618659,25471,9984,9984,3503,2132,791,1998,890,670,231,51.0,9994.0,14818.0,1.8092148407789608,1761.394,90.0,626.0,96.75912303030304,98.06645393939397,2.67965367965368,2022,True,variable estructural contextual; no interpretar como medicion anual
IZTACALCO,Iztacalco,8,2018,201800,182,267371.0,0.1458148603362182,-0.0740284829511053,0.039963368139297,0.0039781592742481,-0.3879675962266925,0.1169805264435858,-0.3747302437437119,0.0008819205742283,0.9836433557369384,0.1560058929550512,0.4483779093469374,0.2090552087501561,11068,4851,4851,2558,568,324,611,329,461,55,17.0,3145.0,4797.0,1.7289957085934544,476.5750000000001,20.0,219.0,98.77059709090908,99.21785290909094,2.6,2022,True,variable estructural contextual; no interpretar como medicion anual
IZTAPALAPA,Iztapalapa,9,2018,201800,1279,1983553.0,0.225587968247893,-0.0042110858712124,0.1236453781302687,0.0820530192330681,-0.2757320642756014,0.2664482417576424,-0.2602249599582164,0.0008939513557782,0.959893263017736,0.2843693059969126,0.5046158333051852,0.2864929666606811,37671,15275,15275,6796,3354,944,2633,665,883,292,20.0,3027.0,27776.0,1.9567270967818768,2127.054,88.0,847.0,97.26181447098976,98.59169921501706,2.604095563139932,2022,True,variable estructural contextual; no interpretar como medicion anual
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2018,201800,145,206360.0,0.0846390364448585,0.0036287978824529,0.0398021185711378,-0.0007110333833882,-0.4751055913180752,0.2044140474969374,-0.3235026167861988,0.0,1.0451646817796665,0.0801352356648575,0.4066267687536344,0.1114265875257317,3642,887,887,221,164,211,140,66,85,52,5.0,354.0,3384.0,2.4471113462538456,259.09610000000004,32.0,111.0,92.5148126923077,98.93637057692308,2.730769230769231,2022,True,variable estructural contextual; no interpretar como medicion anual
MIGUEL HIDALGO,Miguel Hidalgo,11,2018,201800,199,358973.0,-0.06574630028669,-0.1644119568322325,-0.1090803395544651,-0.294335105308792,-0.434001278705365,0.0601323069300086,-0.3889693653840261,0.0,1.088834551200235,0.0954404371995358,0.3348002496009449,-0.0398566349938742,16740,7773,7773,3476,1729,422,728,513,905,89,19.0,6671.0,4338.0,1.6625202271806745,850.7068,31.0,191.0,96.71224370786516,97.72377112359553,2.865168539325843,2022,True,variable estructural contextual; no interpretar como medicion anual
MILPA ALTA,Milpa Alta,12,2018,201800,893,82192.0,0.2813268665229827,0.0482699524919213,0.1685847569843659,0.1451931484390938,-0.2861040493542924,0.4589559109320494,-0.2841334923106872,0.0030489583787229,0.992903211600387,0.3465220383790149,0.4847217490753358,0.3486839726056793,1780,358,358,77,49,104,100,15,13,12,8.0,656.0,2550.0,2.8997135431408334,110.79,22.0,78.0,89.27072833333334,97.85926583333334,4.916666666666667,2022,True,variable estructural contextual; no interpretar como medicion anual
TLAHUAC,Tlahuac,13,2018,201800,511,691795.0,0.1367961005048244,-0.0182913728385938,0.0780964242516135,0.06119880117624,-0.4029360318342587,0.2597911265437839,-0.2579658713925368,0.0031121934544482,1.039482603036839,0.1366135636519836,0.4552580605526203,0.171865876051044,5878,1708,1708,682,305,213,358,81,69,59,19.0,1464.0,6403.0,2.1298701825457624,351.68800000000005,31.0,175.0,84.49480101694915,91.0835140677966,3.4237288135593222,2022,True,variable estructural contextual; no interpretar como medicion anual
TLALPAN,Tlalpan,14,2018,201800,707,702887.0,0.1229040601566339,-0.0344503727548098,0.0889603207228914,0.0696109820978962,-0.3457449172025347,0.3260595381000004,-0.2073846863009274,0.0007904541792123,0.9669397720539772,0.204420000420803,0.4206444279094648,0.1431835447407961,14521,4829,4829,1133,1033,613,920,556,574,179,20.0,1483.0,10405.0,2.1500483320172066,838.8285,46.0,248.0,81.23089351955306,96.91211597765364,3.1340782122905027,2022,True,variable estructural contextual; no interpretar como medicion anual
VENUSTIANO CARRANZA,Venustiano Carranza,15,2018,201800,258,379746.0,0.1676923101726865,-0.0337191179345483,0.0780714155835901,0.0448194018281061,-0.294904398403467,0.0913848776803758,-0.3102191991489048,0.0,1.0147261088822688,0.2208643774833256,0.4459777061509535,0.2212357834273856,15132,5227,5227,2243,1138,368,625,428,425,80,43.0,15608.0,5577.0,1.509748871922625,870.5468000000001,41.0,250.0,98.291187875,98.89786325,2.8375,2022,True,variable estructural contextual; no interpretar como medicion anual
XOCHIMILCO,Xochimilco,16,2018,201800,607,493889.0,0.166777117980939,0.0107126031428134,0.1688921809040817,0.1968062097591564,-0.0986742398012812,0.4162734626798309,-0.2016181773637396,0.0001257367491966,1.0410842089776104,0.2111719071861531,0.4826626023256237,0.1655134849275829,7625,2591,2591,933,465,400,508,104,181,79,11.0,2298.0,8565.0,2.896420579883038,456.6558,32.0,189.0,87.73714506329114,97.27125620253165,3.430379746835443,2022,True,variable estructural contextual; no interpretar como medicion anual
ALVARO OBREGON,Alvaro Obregon,2,2020,202000,740,901301.0,0.181647608187155,-0.0278682061752999,0.0628142642188747,0.0149125708938212,-0.3974675302832683,0.0947846950523942,-0.3317981451257682,0.0,0.896784140363743,0.2246891048377201,0.4396208924654471,0.2526438875769792,15073,4704,4704,1605,1331,350,575,377,466,248,16.0,1876.0,11584.0,2.2565744992868404,664.60456,42.0,319.0,95.67409472,96.6616288,2.828,2022,True,variable estructural contextual; no interpretar como medicion anual
AZCAPOTZALCO,Azcapotzalco,1,2020,202000,359,469607.0,-0.0268266670138988,-0.0967694225071879,-0.0446411460390645,-0.113763975002008,-0.4809331539526518,0.0909232617272144,-0.3826784949968804,0.0,0.833162495765142,0.0871086941968284,0.2769997040078193,-0.0161835128462906,10247,3669,3669,1310,1035,200,582,341,201,111,19.0,3537.0,5064.0,1.6328517199379278,539.1301,39.0,258.0,96.53147945945943,97.6758452252252,2.945945945945946,2022,True,variable estructural contextual; no interpretar como medicion anual
BENITO JUAREZ,Benito Juarez,3,2020,202000,247,338081.0,-0.070649170523129,-0.2182906574451921,-0.1536688659187147,-0.317118779707437,-0.5827342323264249,0.0375841884257441,-0.4140901144991881,0.0,0.8341722869714919,0.0500473763198701,0.2799410496301182,-0.0210495447990481,15315,5926,5926,1240,1788,210,787,1424,477,64,16.0,3723.0,3076.0,1.4087581305501562,662.9490000000001,32.0,149.0,97.84046671875,98.330095625,2.75,2022,True,variable estructural contextual; no interpretar como medicion anual
COYOACAN,Coyoacan,4,2020,202000,532,755029.0,0.0134547212988719,-0.1122035031790712,-0.0351113454059618,-0.128355061474795,-0.5640319173205957,0.1226877375030866,-0.4025428162361975,0.0,0.7605124240477016,0.1542976536768641,0.3666905509589698,0.0424702300481438,13634,4476,4476,850,1354,324,742,578,628,153,23.0,3562.0,8398.0,1.7985161285440523,831.3516999999999,49.0,276.0,97.87446483660128,98.57534810457516,2.6405228758169934,2022,True,variable estructural contextual; no interpretar como medicion anual
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2020,202000,325,235933.0,0.0244169105618289,-0.0912665143711519,-0.0302131430799167,-0.0580808954397901,-0.5633576215152141,0.1008948699918493,-0.4023472765573277,0.0001118961672,0.9399344148334188,0.0789152069498077,0.2842311164610291,0.0570553151711079,3416,761,761,146,331,104,78,31,71,43,5.0,405.0,2427.0,2.594454291745349,172.88879999999995,29.0,93.0,89.21024860465116,91.28274046511628,3.116279069767442,2022,True,variable estructural contextual; no interpretar como medicion anual
CUAUHTEMOC,Cuauhtemoc,6,2020,202000,387,479898.0,0.061913398636779,-0.1007965567201592,0.0022678382523432,-0.1183377871499214,-0.3452220129669096,0.0554560548703974,-0.3310974415396605,0.0,0.919884900473092,0.2351882400678727,0.4204622648979574,0.097548286671428,28615,8004,8004,2407,2195,413,914,1546,529,64,38.0,14228.0,4265.0,1.54956442772,1324.245,93.0,332.0,97.69165296875,98.32475203125,3.421875,2022,True,variable estructural contextual; no interpretar como medicion anual
GUSTAVO A MADERO,Gustavo A Madero,7,2020,202000,867,1172630.0,0.0673117112476979,-0.0785654518478283,-0.0063477511374295,-0.0969400611013218,-0.3988227958673614,0.0711214457316314,-0.3325537467061221,0.0001756734755549,0.8710254277985476,0.1793692434935742,0.3468636739636543,0.1113191217304247,21791,6345,6345,1661,2047,490,1210,660,277,231,51.0,9994.0,14818.0,1.8092148407789608,1761.394,90.0,626.0,96.75912303030304,98.06645393939397,2.67965367965368,2022,True,variable estructural contextual; no interpretar como medicion anual
IZTACALCO,Iztacalco,8,2020,202000,300,396562.0,0.1134008845267095,-0.025120502140727,0.0747646855751156,0.0106398409679898,-0.3276915974245288,0.0634838310850157,-0.3080451480474679,0.0,0.8400847361545862,0.2731549307630156,0.4554798493047745,0.1364838530248032,8161,2336,2336,937,323,169,425,291,191,55,17.0,3145.0,4797.0,1.7289957085934544,476.5750000000001,20.0,219.0,98.77059709090908,99.21785290909094,2.6,2022,True,variable estructural contextual; no interpretar como medicion anual
IZTAPALAPA,Iztapalapa,9,2020,202000,1186,1571065.0,0.16323537755483,-0.0151389177948824,0.095236965464131,0.0684428744426595,-0.3369612241226594,0.1822630298589084,-0.3113050701275886,0.0008137154880899,0.9611454701792732,0.258303838330185,0.4376458007784528,0.2038606263900799,31705,9815,9815,3711,2385,639,1734,613,733,292,20.0,3027.0,27776.0,1.9567270967818768,2127.054,88.0,847.0,97.26181447098976,98.59169921501706,2.604095563139932,2022,True,variable estructural contextual; no interpretar como medicion anual
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2020,202000,389,379009.0,0.205989877375751,-0.0046112502303296,0.1103887948915197,0.147467525227918,-0.2908303689185639,0.2483317706687387,-0.3073396673957611,6.965533382056891e-05,0.9150096093269844,0.2038139303009823,0.3615982733919247,0.2631061788731719,4061,748,748,193,117,101,162,82,93,52,5.0,354.0,3384.0,2.4471113462538456,259.09610000000004,32.0,111.0,92.5148126923077,98.93637057692308,2.730769230769231,2022,True,variable estructural contextual; no interpretar como medicion anual
MIGUEL HIDALGO,Miguel Hidalgo,11,2020,202000,297,388736.0,-0.0288048147804216,-0.1060185682486263,-0.0294464571446997,-0.0656449635243224,-0.486894006607582,0.0411659196008396,-0.4149679988475469,0.0,0.8350680117384035,0.08615468161062,0.3115218297250576,-0.0284214694284244,12749,4469,4469,1517,1238,226,526,509,453,89,19.0,6671.0,4338.0,1.6625202271806745,850.7068,31.0,191.0,96.71224370786516,97.72377112359553,2.865168539325843,2022,True,variable estructural contextual; no interpretar como medicion anual
MILPA ALTA,Milpa Alta,12,2020,202000,1008,200431.0,0.2363130303458946,0.0027184174207432,0.1561447855242652,0.1088823352049882,-0.2321038287574776,0.3725342722030524,-0.2785522199659733,0.0047846887081339,1.0516259516720916,0.3258426485919793,0.5765650024197854,0.2842090741630685,1782,253,253,64,20,54,80,15,20,12,8.0,656.0,2550.0,2.8997135431408334,110.79,22.0,78.0,89.27072833333334,97.85926583333334,4.916666666666667,2022,True,variable estructural contextual; no interpretar como medicion anual
TLAHUAC,Tlahuac,13,2020,202000,317,247103.0,0.1784126634175506,-0.0425854595074038,0.0868057356740509,0.0347549660220434,-0.336252141177776,0.2856182097823215,-0.2433641032282084,0.0014924949428861,0.8511481354673032,0.2909628204497315,0.4274128602242789,0.2331426817968741,5997,1250,1250,515,199,122,301,56,57,59,19.0,1464.0,6403.0,2.1298701825457624,351.68800000000005,31.0,175.0,84.49480101694915,91.0835140677966,3.4237288135593222,2022,True,variable estructural contextual; no interpretar como medicion anual
TLALPAN,Tlalpan,14,2020,202000,1068,833606.0,0.1076913169093,-0.0228958592116527,0.0744014928850968,0.0629020524878503,-0.3971052384831371,0.3744816226115766,-0.3513068523978954,0.0004882402184965,0.9301081305027016,0.1669403741405916,0.3904791352269537,0.1275801248339575,12726,3663,3663,632,1097,361,798,364,411,179,20.0,1483.0,10405.0,2.1500483320172066,838.8285,46.0,248.0,81.23089351955306,96.91211597765364,3.1340782122905027,2022,True,variable estructural contextual; no interpretar como medicion anual
VENUSTIANO CARRANZA,Venustiano Carranza,15,2020,202000,366,483273.0,0.0734788181049117,-0.0391005579932232,0.0239487446274031,-0.0204386682255557,-0.3189911520302914,0.0765803431679878,-0.3573652987028036,0.0,0.934724554813358,0.1428295596561343,0.3255049423410784,0.103070268495668,11909,3395,3395,1267,806,200,458,457,207,80,43.0,15608.0,5577.0,1.509748871922625,870.5468000000001,41.0,250.0,98.291187875,98.89786325,2.8375,2022,True,variable estructural contextual; no interpretar como medicion anual
XOCHIMILCO,Xochimilco,16,2020,202000,655,388380.0,0.1651634801933827,-0.0814551754278927,0.0335555254439569,-0.0412376224351253,-0.4648883474023687,0.1942403831602528,-0.3624736083217467,0.0013991450863999,0.9196647323492764,0.2484048906224444,0.4365177146094031,0.243791875073719,7131,1629,1629,451,249,202,492,86,149,79,11.0,2298.0,8565.0,2.896420579883038,456.6558,32.0,189.0,87.73714506329114,97.27125620253165,3.430379746835443,2022,True,variable estructural contextual; no interpretar como medicion anual
